Age,BCa,LiCa,LiMg,MgCa,SrCa,UCa
1990.582192,486.1245928,0.006358529,1.73178974,3.671651819,9.150320355,0.001249746
1990.749315,468.5039199,0.006239388,1.66205361,3.754023383,9.088308491,0.001227547
1990.916438,449.9768733,0.006017805,1.56000284,3.85756051,9.014526261,0.001195214
1991.086301,448.1357854,0.005854706,1.481026291,3.953141296,8.995576174,0.001163335
1991.247945,464.6809626,0.005973273,1.559084562,3.831269439,9.04730682,0.001190377
1991.415068,485.8882858,0.006151039,1.674147669,3.6741315,9.126070364,0.001248038
1991.582192,483.9700698,0.00609046,1.654858214,3.680351413,9.12711175,0.001254622
1991.749315,467.4039928,0.005967529,1.545891034,3.860251912,9.062461499,0.001203906
1991.916438,459.9511122,0.005886662,1.482152705,3.971697072,9.022091427,0.001166908
1992.086066,459.1164528,0.005899719,1.473362267,4.00425552,9.022254117,0.001158325
1992.25,465.8046525,0.005957873,1.506914568,3.953689896,9.052279728,0.00116571
1992.416667,486.3882702,0.006064665,1.608974634,3.769273504,9.107849729,0.001198413
1992.583333,495.4339941,0.006099336,1.633883537,3.733030007,9.10931601,0.001207191
1992.75,479.1120893,0.005972901,1.560206517,3.828275809,9.05787994,0.001184526
1992.916667,471.1885756,0.005937329,1.503501461,3.949001382,9.018792997,0.001157851
1993.086301,466.8880319,0.005904831,1.467671622,4.023264209,8.992915883,0.001129297
1993.247945,471.5195806,0.00597615,1.493026785,4.002708063,9.025278863,0.001134048
1993.415068,495.5003413,0.006175923,1.64175257,3.761786886,9.091490872,0.001185639
1993.582192,495.7292568,0.006125155,1.645750578,3.721800387,9.101642835,0.001203056
1993.749315,484.0019956,0.006040035,1.576361298,3.831630923,9.05943542,0.001185017
1993.916438,469.5647201,0.005937322,1.475571392,4.023744538,8.995211407,0.001136632
1994.086301,465.7514523,0.00594948,1.43427288,4.148080727,8.968931127,0.001099785
1994.247945,478.8979091,0.006171064,1.524114844,4.048949165,9.023041042,0.001109335
1994.415068,490.3831013,0.006347271,1.657929049,3.828433515,9.109360161,0.001166733
1994.582192,497.4851369,0.006352473,1.759956817,3.609448111,9.153261259,0.001223919
1994.749315,473.2736905,0.006116171,1.64655546,3.714524912,9.07963793,0.001219231
