Age,BCa,LiCa,LiMg,MgCa,SrCa,UCa
2006.582192,0.469287333,0.006566847,1.545724712,4.248393326,9.077374196,0.001126564
2006.749315,0.459974609,0.006453983,1.499876199,4.303010787,9.047581447,0.001109223
2006.916438,0.432747526,0.006281292,1.408079721,4.460892016,8.961706201,0.00106467
2007.086301,0.404420639,0.006232399,1.372968205,4.539361402,8.918527211,0.001047269
2007.247945,0.407439416,0.006395288,1.429019664,4.475297208,8.958315078,0.001077675
2007.415068,0.443744274,0.006665021,1.536806707,4.336928515,9.046333811,0.001116525
2007.582192,0.459889357,0.006698143,1.575672605,4.250973984,9.077796394,0.001111857
2007.749315,0.41704556,0.006480212,1.467637755,4.415402764,8.982511702,0.001078155
2007.916438,0.377036249,0.006169063,1.311976737,4.702113188,8.876490364,0.001028294
2008.086066,0.368691723,0.006224884,1.306957539,4.762881566,8.873476415,0.001011774
2008.25,0.408924865,0.006531429,1.410514561,4.630529079,8.951892212,0.00104712
2008.416667,0.462272271,0.006767089,1.550680782,4.363946975,9.040027787,0.001089198
2008.583333,0.470130749,0.006736769,1.557582062,4.325145642,9.045876397,0.001102495
2008.75,0.417137322,0.006457328,1.448646929,4.457489384,8.947268779,0.001082501
2008.916667,0.356548368,0.006106534,1.327525529,4.599937093,8.856640663,0.001059476
2009.086301,0.349257058,0.00607237,1.309672305,4.636556406,8.854171616,0.001058509
2009.247945,0.41158167,0.006497246,1.416440148,4.587024535,8.928089534,0.001057381
2009.415068,0.439680429,0.006655466,1.497934596,4.443095405,9.001202498,0.001080262
2009.582192,0.441622147,0.006658586,1.52676913,4.361226197,9.023922617,0.001094965
2009.749315,0.41027216,0.006510195,1.470903547,4.425983506,8.963170569,0.001086844
2009.916438,0.36347387,0.006181977,1.368623012,4.516931646,8.880100434,0.001084403
2010.086301,0.352045225,0.006005667,1.291511875,4.650106264,8.822959012,0.001053016
2010.247945,0.41492514,0.006390093,1.360311353,4.697522443,8.878797521,0.001030139
2010.415068,0.449334298,0.006669563,1.480057927,4.506284854,8.981519533,0.00106304
2010.582192,0.442047913,0.006664258,1.498524802,4.447212264,8.989173758,0.001077682
2010.749315,0.396710159,0.006394612,1.430489623,4.470226101,8.919277357,0.001077018
2010.916438,0.351738362,0.006081278,1.315494819,4.622806874,8.852734693,0.001042019
2011.086301,0.352322863,0.006074,1.29522603,4.689529314,8.844549243,0.001028323
2011.247945,0.43526283,0.006589451,1.445683969,4.558016312,8.945667871,0.00105727
2011.415068,0.478087667,0.006848336,1.591464607,4.303165867,9.055440275,0.001105221
2011.582192,0.483778032,0.006861882,1.649188167,4.160763622,9.106290651,0.00112977
2011.749315,0.450330518,0.006669453,1.53329391,4.349755405,8.999104073,0.001080822
2011.916438,0.375903188,0.006264789,1.356350914,4.618855766,8.868085196,0.001027645
2012.086066,0.354608681,0.006048788,1.304730386,4.636044295,8.848535627,0.001032715
2012.25,0.406422009,0.006462661,1.390406503,4.648036785,8.925816954,0.001041632
2012.416667,0.466664381,0.006781644,1.544830643,4.389894676,9.03814435,0.00109285
2012.583333,0.484955658,0.006709089,1.575735827,4.257749771,9.053300451,0.001108908
2012.75,0.448675528,0.006465433,1.474311107,4.385392795,8.984736544,0.001071443
2012.916667,0.390406345,0.006199455,1.342306503,4.618508922,8.884365778,0.001017253
2013.086301,0.369617947,0.006110288,1.270621043,4.808898683,8.859232876,0.000934093
2013.247945,0.428692254,0.006336361,1.289241848,4.914796276,8.911161015,0.000495275
2013.415068,0.506679373,0.006657584,1.411218574,4.717613872,9.033446812,0.000361235
2013.582192,0.514656766,0.006789845,1.489812858,4.557515305,9.055932691,0.000695709
